Mod:Item:MetaData, Localized Name
industrialupgrade:upgradekitstorage:1, Набор улучшений из МФЭ в МФСУ
industrialupgrade:upgradekitstorage:2, Набор улучшений из МФСУ в улучшенное МФСУ
industrialupgrade:upgradekitstorage:3, Набор улучшений из улучшенного МФСУ в продвинутое МФСУ
industrialupgrade:upgradekitstorage:4, Набор улучшений из продвинутого МФСУ в совершенное МФСУ
industrialupgrade:upgradekitstorage:5, Набор улучшений из совершенного МФСУ в барионное МФСУ
industrialupgrade:upgradekitstorage:6, Набор улучшений из барионного МФСУ в адронное МФСУ
industrialupgrade:upgradekitstorage:7, Набор улучшений из адронного МФСУ в гравитонное МФСУ
industrialupgrade:upgradekitstorage:8, Набор улучшений из гравитонного МФСУ в кварковое МФСУ
industrialupgrade:upgrades:0, Улучшение "Улучшенный ускоритель"
industrialupgrade:upgrades:1, Улучшение "Продвинутый ускоритель"
industrialupgrade:upgrades:2, Улучшение «Трансформатор х2»
industrialupgrade:upgrades:3, Улучшение «Трансформатор х4»
industrialupgrade:upgrades:4, Улучшение "Лазуротронное энергохранилище"
industrialupgrade:upgrades:5, Улучшение "Улучшенное лазуротронное энергохранилище"
industrialupgrade:upgrades:6, Улучшение "Продвинутое лазуротронное энергохранилище"
industrialupgrade:upgrades:7, Улучшение "Совершенное лазуротронное энергохранилище"
industrialupgrade:gravitool, item.GraviTool.name
industrialupgrade:cable_iu_item:0, §aСпектральный провод
industrialupgrade:cable_iu_item:1, §9Протонный провод
industrialupgrade:cable_iu_item:2, §eСингулярный провод
industrialupgrade:cable_iu_item:3, §6Мифический провод
industrialupgrade:cable_iu_item:4, §5Квантовый провод
industrialupgrade:cable_iu_item:5, §dФотонный провод
industrialupgrade:cable_iu_item:6, §3Нейтронный провод
industrialupgrade:cable_iu_item:7, §bСовершенный провод
industrialupgrade:cable_iu_item:8, §6Вселенский провод
industrialupgrade:cable_iu_item:9, §cДифракционный провод
industrialupgrade:cable_iu_item:10, §7Провод бесконечности
industrialupgrade:cable_iu_item:11, Медный провод
industrialupgrade:cable_iu_item:12, Изолированный медный провод
industrialupgrade:cable_iu_item:13, Стекловолоконный провод
industrialupgrade:cable_iu_item:14, Золотой провод
industrialupgrade:cable_iu_item:15, Изолированный золотой провод
industrialupgrade:cable_iu_item:16, Золотой провод с двойной изоляцией
industrialupgrade:cable_iu_item:17, Высоковольтный провод
industrialupgrade:cable_iu_item:18, Изолированный высоковольтный провод
industrialupgrade:cable_iu_item:19, Высоковольтный провод с двойной изоляцией
industrialupgrade:cable_iu_item:20, Высоковольтный провод с тройной изоляцией
industrialupgrade:cable_iu_item:21, Оловянный провод
industrialupgrade:cable_iu_item:22, Изолированный оловянный провод
industrialupgrade:pipes_iu_item:0, Тепловая труба
industrialupgrade:pipes_iu_item:1, Улучшенная тепловая труба
industrialupgrade:pipes_iu_item:2, Продвинутая тепловая труба
industrialupgrade:pipes_iu_item:3, Совершенная тепловая труба
industrialupgrade:pipes_iu_item:4, Квантовая тепловая труба
industrialupgrade:ruby_helmet, Рубиновый шлем
industrialupgrade:ruby_chestplate, Рубиновая кираса
industrialupgrade:ruby_leggings, Рубиновые поножи
industrialupgrade:ruby_boots, Рубиновые ботинки
industrialupgrade:topaz_helmet, Топазовый шлем
industrialupgrade:topaz_chestplate, Топазовая кираса
industrialupgrade:topaz_leggings, Топазовые поножи
industrialupgrade:topaz_boots, Топазовые ботинки
industrialupgrade:sapphire_helmet, Сапфировый шлем
industrialupgrade:sapphire_chestplate, Сапфировая кираса
industrialupgrade:sapphire_leggings, Сапфировые поножи
industrialupgrade:sapphire_boots, Сапфировые ботинки
industrialupgrade:hazmathelmet, Защитный шлем от термоядерного излучения
